副本ID	副本名称	副本说明	前序副本ID	后序副本ID	所属关卡	体力消耗	每天挑战次数（普通；高手；宗师）	携带英雄1（阵首）	携带英雄2	携带英雄3	携带英雄4	携带英雄5	携带英雄6	携带英雄7	阵法ID	基础威望	基础武将经验	基础银两	经验奖励经验	银两奖励比例	掉落包	副本图标	战斗场景	刷新所需元宝	是否为BOSS	等级压制系数	压制等级	战斗场景音效	特殊掉落ID	特殊掉落概率（1-1000）
11241	雨忍中忍	二次忍界大战雨隐村的战争孤儿，在结识了小南、长门后跟随自来也一起学习忍术；长大后为了实现世界和平的理想而创立了「晓」	11240	11242	18	1	10	100233	100729	100728	100727	101729	101244	101243	0	0	598	14745	1	1	11241	dizi_101729	13	10	0	2	56	denglu1	GD132	200
11242	战胜上忍	二次忍界大战雨隐村的战争孤儿，在结识了小南、长门后跟随自来也一起学习忍术；长大后为了实现世界和平的理想而创立了「晓」	11241	11243	18	1	55	100234	100732	100731	100730	101248	101247	101246	0	0	598	11055	1	1	-1	30	13	10	0	2	56	state	GD131	200
11243	众多上忍	二次忍界大战雨隐村的战争孤儿，在结识了小南、长门后跟随自来也一起学习忍术；长大后为了实现世界和平的理想而创立了「晓」	11242	11244	18	1	55	100235	100732	100731	100730	101248	101247	101246	0	0	598	11055	1	1	-1	0	13	10	0	2	56	denglu1	GD131	200
11244	一大波上忍	二次忍界大战雨隐村的战争孤儿，在结识了小南、长门后跟随自来也一起学习忍术；长大后为了实现世界和平的理想而创立了「晓」	11243	11245	18	1	55	100236	100732	100731	100730	101248	101247	101246	0	0	598	11055	1	1	-1	1	13	10	0	2	56	state	GD131	200
11245	两大波上忍	二次忍界大战雨隐村的战争孤儿，在结识了小南、长门后跟随自来也一起学习忍术；长大后为了实现世界和平的理想而创立了「晓」	11244	11246	18	1	55	100237	100732	100731	100730	101248	101247	101246	0	0	598	11055	1	1	-1	2	13	10	0	2	56	denglu1	GD131	200
11246	血战上忍	二次忍界大战雨隐村的战争孤儿，在结识了小南、长门后跟随自来也一起学习忍术；长大后为了实现世界和平的理想而创立了「晓」	11245	11247	18	1	55	100237	100732	100731	100730	101248	101247	101246	0	0	598	11055	1	1	-1	3	13	10	0	2	56	state	GD131	200
11247	雨忍上忍	二次忍界大战雨隐村的战争孤儿，在结识了小南、长门后跟随自来也一起学习忍术；长大后为了实现世界和平的理想而创立了「晓」	11246	11248	18	1	10	101732	101733	101730	101731	101735	101247	101734	0	0	609	15240	1	1	11247	dizi_101732	13	10	0	2	57	denglu1	GD132	200
11248	大片上忍	二次忍界大战雨隐村的战争孤儿，在结识了小南、长门后跟随自来也一起学习忍术；长大后为了实现世界和平的理想而创立了「晓」	11247	11249	18	1	55	100238	100735	100734	100733	101251	101250	101249	0	0	609	11422	1	1	-1	4	13	10	0	2	57	state	GD131	200
11249	还是上忍	二次忍界大战雨隐村的战争孤儿，在结识了小南、长门后跟随自来也一起学习忍术；长大后为了实现世界和平的理想而创立了「晓」	11248	11250	18	1	55	100239	100735	100734	100733	101251	101250	101249	0	0	609	11422	1	1	-1	5	13	10	0	2	57	denglu1	GD131	200
11250	战胜上忍	二次忍界大战雨隐村的战争孤儿，在结识了小南、长门后跟随自来也一起学习忍术；长大后为了实现世界和平的理想而创立了「晓」	11249	11251	18	1	55	100240	100738	100737	100736	101251	101250	101249	0	0	609	11422	1	1	-1	6	13	10	0	2	57	state	GD131	200
11251	好多上忍	二次忍界大战雨隐村的战争孤儿，在结识了小南、长门后跟随自来也一起学习忍术；长大后为了实现世界和平的理想而创立了「晓」	11250	11252	18	1	55	100241	100738	100737	100736	101251	101250	101249	0	0	609	11422	1	1	-1	7	13	10	0	2	57	denglu1	GD131	200
11252	山椒鱼半藏	二次忍界大战雨隐村的战争孤儿，在结识了小南、长门后跟随自来也一起学习忍术；长大后为了实现世界和平的理想而创立了「晓」	11251	11253	18	1	10	101736	100740	101737	100739	101254	101253	101252	0	0	609	15240	1	1	11252	dizi_101736	13	10	0	2	57	state	GD132	200
11253	雨忍上忍	二次忍界大战雨隐村的战争孤儿，在结识了小南、长门后跟随自来也一起学习忍术；长大后为了实现世界和平的理想而创立了「晓」	11252	11254	18	1	10	101738	100743	100742	100741	101257	101256	101255	0	0	620	15735	1	1	11253	dizi_101738	13	10	0	2	58	denglu1	GD132	200
11254	山椒鱼半藏	二次忍界大战雨隐村的战争孤儿，在结识了小南、长门后跟随自来也一起学习忍术；长大后为了实现世界和平的理想而创立了「晓」	11253	11255	18	1	10	101750	100746	100745	100744	101260	101259	101258	0	0	620	15735	1	1	11254	dizi_101750	13	10	0	2	58	state	GD132	200
11255	再遇上忍	二次忍界大战雨隐村的战争孤儿，在结识了小南、长门后跟随自来也一起学习忍术；长大后为了实现世界和平的理想而创立了「晓」	11254	11256	19	1	4	101640	100749	100748	100747	101750	101261	101738	0	0	631	24375	1	1	-1	8	13	10	1	2.5	59	denglu1	GD133	250
11256	奋战上忍	晓组织已控制了8个尾兽并联合兜的白绝和秽土转生部队，四代雷影发起了五影会议联合五大国共同对付晓。	11255	11257	19	1	55	100242	100752	100751	100750	101264	101263	101262	0	0	641	12577	1	1	-1	9	13	10	0	2	60	state	GD131	200
11257	还是上忍	晓组织已控制了8个尾兽并联合兜的白绝和秽土转生部队，四代雷影发起了五影会议联合五大国共同对付晓。	11256	11258	19	1	55	100246	100752	100751	100750	101264	101263	101262	0	0	641	12577	1	1	-1	10	13	10	0	2	60	denglu1	GD131	200
11258	宇智波佐助	晓组织已控制了8个尾兽并联合兜的白绝和秽土转生部队，四代雷影发起了五影会议联合五大国共同对付晓。	11257	11259	19	1	10	101739	100754	100753	100753	101267	101266	101265	0	0	641	16770	1	1	11258	dizi_101739	13	10	0	2	60	state	GD132	200
11259	一大波上忍	晓组织已控制了8个尾兽并联合兜的白绝和秽土转生部队，四代雷影发起了五影会议联合五大国共同对付晓。	11258	11260	19	1	55	100242	100752	100751	100750	101264	101263	101262	0	0	641	12577	1	1	-1	11	13	10	0	2	60	denglu1	GD131	200
11260	奋战上忍	晓组织已控制了8个尾兽并联合兜的白绝和秽土转生部队，四代雷影发起了五影会议联合五大国共同对付晓。	11259	11261	19	1	55	100243	100752	101694	100750	101264	101263	101262	0	0	641	12577	1	1	-1	12	13	10	0	2	60	state	GD131	200
11261	三大波上忍	晓组织已控制了8个尾兽并联合兜的白绝和秽土转生部队，四代雷影发起了五影会议联合五大国共同对付晓。	11260	11262	19	1	55	100244	100752	101692	100750	101264	101263	101262	0	0	641	12577	1	1	-1	13	13	10	0	2	60	denglu1	GD131	200
11262	鬼灯满月	晓组织已控制了8个尾兽并联合兜的白绝和秽土转生部队，四代雷影发起了五影会议联合五大国共同对付晓。	11261	11263	19	1	10	101673	100752	100751	100750	101264	101263	101262	0	0	641	16770	1	1	11262	dizi_101673	13	10	0	2	60	state	GD132	200
11263	众多上忍	晓组织已控制了8个尾兽并联合兜的白绝和秽土转生部队，四代雷影发起了五影会议联合五大国共同对付晓。	11262	11264	19	1	55	101690	100752	100751	100750	101264	101263	101262	0	0	641	12577	1	1	-1	14	13	10	0	2	60	denglu1	GD131	200
11264	战胜上忍	晓组织已控制了8个尾兽并联合兜的白绝和秽土转生部队，四代雷影发起了五影会议联合五大国共同对付晓。	11263	11265	19	1	55	100247	100752	101691	100750	101264	101263	101262	0	0	641	12577	1	1	-1	15	13	10	0	2	60	state	GD131	200
11265	大片上忍	晓组织已控制了8个尾兽并联合兜的白绝和秽土转生部队，四代雷影发起了五影会议联合五大国共同对付晓。	11264	11266	19	1	55	100248	100752	101675	100750	101264	101263	101262	0	0	641	12577	1	1	-1	16	13	10	0	2	60	denglu1	GD131	200
11266	三大波上忍	晓组织已控制了8个尾兽并联合兜的白绝和秽土转生部队，四代雷影发起了五影会议联合五大国共同对付晓。	11265	11267	19	1	55	100249	100752	101693	100750	101264	101263	101262	0	0	641	12577	1	1	-1	17	13	10	0	2	60	state	GD131	200
11267	宇智波佐助	晓组织已控制了8个尾兽并联合兜的白绝和秽土转生部队，四代雷影发起了五影会议联合五大国共同对付晓。	11266	11268	19	1	10	101739	100757	100756	100755	101269	101634	101268	0	0	641	16770	1	1	11267	dizi_101739	13	10	0	2	60	denglu1	GD132	200
11268	三大波上忍	晓组织已控制了8个尾兽并联合兜的白绝和秽土转生部队，四代雷影发起了五影会议联合五大国共同对付晓。	11267	11269	19	1	55	100250	100760	100759	100758	101272	101271	101270	0	0	641	12577	1	1	-1	18	13	10	0	2	60	state	GD131	200
11269	又遇上忍	晓组织已控制了8个尾兽并联合兜的白绝和秽土转生部队，四代雷影发起了五影会议联合五大国共同对付晓。	11268	11270	19	1	55	100251	100760	100759	100758	101272	101271	101270	0	0	652	12975	1	1	-1	19	13	10	0	2	61	denglu1	GD131	200
11270	三大波上忍	晓组织已控制了8个尾兽并联合兜的白绝和秽土转生部队，四代雷影发起了五影会议联合五大国共同对付晓。	11269	11271	19	1	55	100252	100760	100759	100758	101272	101271	101270	0	0	652	12975	1	1	-1	20	13	10	0	2	61	state	GD131	200
11271	好多上忍	晓组织已控制了8个尾兽并联合兜的白绝和秽土转生部队，四代雷影发起了五影会议联合五大国共同对付晓。	11270	11272	19	1	55	100253	100760	100759	100758	101272	101271	101270	0	0	652	12975	1	1	-1	21	13	10	0	2	61	denglu1	GD131	200
11272	好多上忍	晓组织已控制了8个尾兽并联合兜的白绝和秽土转生部队，四代雷影发起了五影会议联合五大国共同对付晓。	11271	11273	19	1	55	100253	100760	100759	100758	101272	101271	101270	0	0	652	12975	1	1	-1	22	13	10	0	2	61	state	GD131	200
11273	宇智波斑	晓组织已控制了8个尾兽并联合兜的白绝和秽土转生部队，四代雷影发起了五影会议联合五大国共同对付晓。	11272	11274	19	1	10	101635	100760	100759	100758	101272	101271	101270	0	0	652	17295	1	1	11273	dizi_101635	13	10	0	2	61	denglu1	GD132	200
11274	三大波上忍	晓组织已控制了8个尾兽并联合兜的白绝和秽土转生部队，四代雷影发起了五影会议联合五大国共同对付晓。	11273	11275	19	1	55	100254	100763	100762	100761	101275	101274	101273	0	0	652	12975	1	1	-1	23	13	10	0	2	61	state	GD131	200
11275	又遇上忍	晓组织已控制了8个尾兽并联合兜的白绝和秽土转生部队，四代雷影发起了五影会议联合五大国共同对付晓。	11274	11276	19	1	55	100255	100763	100762	100761	101275	101274	101273	0	0	663	13372	1	1	-1	24	13	10	0	2	62	denglu1	GD131	200
11276	一大波上忍	晓组织已控制了8个尾兽并联合兜的白绝和秽土转生部队，四代雷影发起了五影会议联合五大国共同对付晓。	11275	11277	19	1	55	100255	100763	100762	100761	101275	101274	101273	0	0	663	13372	1	1	-1	25	13	10	0	2	62	state	GD131	200
11277	又是上忍	晓组织已控制了8个尾兽并联合兜的白绝和秽土转生部队，四代雷影发起了五影会议联合五大国共同对付晓。	11276	11278	19	1	55	100255	100763	100762	100761	101275	101274	101273	0	0	663	13372	1	1	-1	26	13	10	0	2	62	denglu1	GD131	200
11278	好多上忍	晓组织已控制了8个尾兽并联合兜的白绝和秽土转生部队，四代雷影发起了五影会议联合五大国共同对付晓。	11277	11279	19	1	55	100255	100763	100762	100761	101275	101274	101273	0	0	663	13372	1	1	-1	27	13	10	0	2	62	state	GD131	200
11279	又是上忍	晓组织已控制了8个尾兽并联合兜的白绝和秽土转生部队，四代雷影发起了五影会议联合五大国共同对付晓。	11278	11280	19	1	4	101625	101693	101634	101691	101692	101673	101675	0	0	673	27525	1	1	-1	28	13	10	1	2.5	63	denglu1	GD133	250
11280	血战上忍	宇智波带土用金角银角的九尾查克拉代替，终成十尾人力柱，亦是世间第二位六道仙人。	11279	11281	20	1	55	100256	100768	100767	100766	101278	101277	101276	0	0	684	14190	1	1	-1	29	13	10	0	2	64	state	GD131	200
11281	一群上忍	宇智波带土用金角银角的九尾查克拉代替，终成十尾人力柱，亦是世间第二位六道仙人。	11280	11282	20	1	55	100257	100768	100767	100766	101278	101277	101276	0	0	684	14190	1	1	-1	30	13	10	0	2	64	denglu1	GD131	200
11282	力战上忍	宇智波带土用金角银角的九尾查克拉代替，终成十尾人力柱，亦是世间第二位六道仙人。	11281	11283	20	1	55	100258	100768	100767	100766	101278	101277	101276	0	0	684	14190	1	1	-1	0	13	10	0	2	64	state	GD131	200
11283	再遇上忍	宇智波带土用金角银角的九尾查克拉代替，终成十尾人力柱，亦是世间第二位六道仙人。	11282	11284	20	1	55	100259	100768	100767	100766	101278	101277	101276	0	0	684	14190	1	1	-1	1	13	10	0	2	64	denglu1	GD131	200
11284	血战上忍	宇智波带土用金角银角的九尾查克拉代替，终成十尾人力柱，亦是世间第二位六道仙人。	11283	11285	20	1	55	100260	100768	100767	100766	101278	101277	101276	0	0	684	14190	1	1	-1	2	13	10	0	2	64	state	GD131	200
11285	更多上忍	宇智波带土用金角银角的九尾查克拉代替，终成十尾人力柱，亦是世间第二位六道仙人。	11284	11286	20	1	55	100260	100768	100767	100766	101278	101277	101276	0	0	684	14190	1	1	-1	3	13	10	0	2	64	denglu1	GD131	200
11286	干柿鬼鲛	宇智波带土用金角银角的九尾查克拉代替，终成十尾人力柱，亦是世间第二位六道仙人。	11285	11287	20	1	10	101749	100768	100767	100766	101278	101277	101276	0	0	684	18930	1	1	11286	dizi_101749	13	10	0	2	64	state	GD132	200
11287	众多上忍	宇智波带土用金角银角的九尾查克拉代替，终成十尾人力柱，亦是世间第二位六道仙人。	11286	11288	20	1	55	100261	100771	100770	100769	101281	101280	101279	0	0	684	14190	1	1	-1	4	13	10	0	2	64	denglu1	GD131	200
11288	大片上忍	宇智波带土用金角银角的九尾查克拉代替，终成十尾人力柱，亦是世间第二位六道仙人。	11287	11289	20	1	55	100262	100771	100770	100769	101281	101280	101279	0	0	684	14190	1	1	-1	5	13	10	0	2	64	state	GD131	200
11289	战胜上忍	宇智波带土用金角银角的九尾查克拉代替，终成十尾人力柱，亦是世间第二位六道仙人。	11288	11290	20	1	55	100263	100774	100773	100772	101284	101283	101282	0	0	684	14190	1	1	-1	6	13	10	0	2	64	denglu1	GD131	200
11290	三大波上忍	宇智波带土用金角银角的九尾查克拉代替，终成十尾人力柱，亦是世间第二位六道仙人。	11289	11291	20	1	55	100264	100774	100773	100772	101284	101283	101282	0	0	684	14190	1	1	-1	7	13	10	0	2	64	state	GD131	200
11291	战胜上忍	宇智波带土用金角银角的九尾查克拉代替，终成十尾人力柱，亦是世间第二位六道仙人。	11290	11292	20	1	55	100265	100774	100773	100772	101284	101283	101282	0	0	684	14190	1	1	-1	8	13	10	0	2	64	denglu1	GD131	200
11292	又遇上忍	宇智波带土用金角银角的九尾查克拉代替，终成十尾人力柱，亦是世间第二位六道仙人。	11291	11293	20	1	55	100265	100774	100773	100772	101284	101283	101282	0	0	684	14190	1	1	-1	9	13	10	0	2	64	state	GD131	200
11293	奇拉比	宇智波带土用金角银角的九尾查克拉代替，终成十尾人力柱，亦是世间第二位六道仙人。	11292	11294	20	1	10	101740	100777	100776	100775	101287	101286	101285	0	0	695	19485	1	1	11293	dizi_101740	13	10	0	2	65	denglu1	GD132	200
11294	众多上忍	宇智波带土用金角银角的九尾查克拉代替，终成十尾人力柱，亦是世间第二位六道仙人。	11293	11295	20	1	55	100266	100777	100776	100775	101287	101286	101285	0	0	695	14610	1	1	-1	10	13	10	0	2	65	state	GD131	200
11295	血战上忍	宇智波带土用金角银角的九尾查克拉代替，终成十尾人力柱，亦是世间第二位六道仙人。	11294	11296	20	1	55	100267	100777	100776	100775	101287	101286	101285	0	0	695	14610	1	1	-1	11	13	10	0	2	65	denglu1	GD131	200
11296	还是上忍	宇智波带土用金角银角的九尾查克拉代替，终成十尾人力柱，亦是世间第二位六道仙人。	11295	11297	20	1	55	100268	100777	100776	100775	101287	101286	101285	0	0	695	14610	1	1	-1	12	13	10	0	2	65	state	GD131	200
11297	又是上忍	宇智波带土用金角银角的九尾查克拉代替，终成十尾人力柱，亦是世间第二位六道仙人。	11296	11298	20	1	55	100269	100777	100776	100775	101287	101286	101285	0	0	695	14610	1	1	-1	13	13	10	0	2	65	denglu1	GD131	200
11298	血战上忍	宇智波带土用金角银角的九尾查克拉代替，终成十尾人力柱，亦是世间第二位六道仙人。	11297	11299	20	1	55	100270	100777	100776	100775	101287	101286	101285	0	0	695	14610	1	1	-1	14	13	10	0	2	65	state	GD131	200
11299	三大波上忍	宇智波带土用金角银角的九尾查克拉代替，终成十尾人力柱，亦是世间第二位六道仙人。	11298	11300	20	1	55	100270	100777	100776	100775	101287	101286	101285	0	0	695	14610	1	1	-1	15	13	10	0	2	65	denglu1	GD131	200
11300	再遇上忍	宇智波带土用金角银角的九尾查克拉代替，终成十尾人力柱，亦是世间第二位六道仙人。	11299	11301	20	1	55	100270	100777	100776	100775	101287	101286	101285	0	0	695	14610	1	1	-1	16	13	10	0	2	65	state	GD131	200
11301	九尾	宇智波带土用金角银角的九尾查克拉代替，终成十尾人力柱，亦是世间第二位六道仙人。	11300	11302	20	1	10	101741	100780	100779	100778	101290	101289	101288	0	0	705	20055	1	1	11301	dizi_101741	13	10	0	2	66	denglu1	GD132	200
11302	八尾	宇智波带土用金角银角的九尾查克拉代替，终成十尾人力柱，亦是世间第二位六道仙人。	11301	11303	20	1	10	101742	100780	100779	100778	101293	101292	101291	0	0	705	20055	1	1	11302	dizi_101742	13	10	0	2	66	state	GD132	200
11303	九尾	宇智波带土用金角银角的九尾查克拉代替，终成十尾人力柱，亦是世间第二位六道仙人。	11302	11304	20	1	4	101741	100780	100779	100778	101637	101294	101742	0	0	716	30900	1	1	11303	dizi_101741	13	10	1	2.5	67	denglu1	GD133	250
11304	两大波上忍	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	11303	11305	21	1	55	100271	100783	100782	100781	101297	101296	101295	0	0	727	15900	1	1	-1	17	13	10	0	2	68	state	GD131	200
11305	还是上忍	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	11304	11306	21	1	55	100272	100783	100782	100781	101297	101296	101295	0	0	727	15900	1	1	-1	18	13	10	0	2	68	denglu1	GD131	200
11306	又是上忍	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	11305	11307	21	1	55	100273	100783	100782	100781	101297	101296	101295	0	0	727	15900	1	1	-1	19	13	10	0	2	68	state	GD131	200
11307	血战上忍	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	11306	11308	21	1	55	100274	100783	100782	100781	101297	101296	101295	0	0	727	15900	1	1	-1	20	13	10	0	2	68	denglu1	GD131	200
11308	还是上忍	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	11307	11309	21	1	55	100275	100783	100782	100781	101297	101296	101295	0	0	727	15900	1	1	-1	21	13	10	0	2	68	state	GD131	200
11309	角都	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	11308	11310	21	1	10	100275	100783	101748	100781	101297	101296	101295	0	0	727	21195	1	1	11309	dizi_101748	13	10	0	2	68	denglu1	GD132	200
11310	三大波上忍	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	11309	11311	21	1	55	100276	100783	100782	100781	101297	101296	101295	0	0	727	15900	1	1	-1	22	13	10	0	2	68	state	GD131	200
11311	众多上忍	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	11310	11312	21	1	55	100277	100783	100782	100781	101297	101296	101295	0	0	727	15900	1	1	-1	23	13	10	0	2	68	denglu1	GD131	200
11312	三大波上忍	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	11311	11313	21	1	55	100278	100783	100782	100781	101297	101296	101295	0	0	727	15900	1	1	-1	24	13	10	0	2	68	state	GD131	200
11313	力战上忍	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	11312	11314	21	1	55	100279	100783	100782	100781	101297	101296	101295	0	0	727	15900	1	1	-1	25	13	10	0	2	68	denglu1	GD131	200
11314	众多上忍	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	11313	11315	21	1	55	100280	100783	100782	100781	101297	101296	101295	0	0	727	15900	1	1	-1	26	13	10	0	2	68	state	GD131	200
11315	力战上忍	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	11314	11316	21	1	55	100281	100786	100785	100784	101300	101299	101298	0	0	727	15900	1	1	-1	27	13	10	0	2	68	denglu1	GD131	200
11316	银角	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	11315	11317	21	1	10	101743	100789	100788	100787	101303	101302	101301	0	0	727	21195	1	1	11316	dizi_101743	13	10	0	2	68	state	GD132	200
11317	血战上忍	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	11316	11318	21	1	55	100282	100789	100788	100787	101303	101302	101301	0	0	737	16342	1	1	-1	28	13	10	0	2	69	denglu1	GD131	200
11318	又是上忍	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	11317	11319	21	1	55	100283	100789	100788	100787	101303	101302	101301	0	0	737	16342	1	1	-1	29	13	10	0	2	69	state	GD131	200
11319	金角	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	11318	11320	21	1	55	100284	100789	100788	100787	101303	101302	101301	0	0	737	16342	1	1	-1	30	13	10	0	2	69	denglu1	GD131	200
11320	又遇上忍	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	11319	11321	21	1	55	100285	100789	100788	100787	101303	101302	101301	0	0	737	16342	1	1	-1	0	13	10	0	2	69	state	GD131	200
11321	赤砂之蝎	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	11320	11322	21	1	10	101743	100791	101744	100790	101306	101305	101304	0	0	737	21795	1	1	11321	dizi_101744	13	10	0	2	69	denglu1	GD132	200
11322	众多上忍	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	11321	11323	21	1	55	100286	100794	100793	100792	101309	101308	101307	0	0	737	16342	1	1	-1	1	13	10	0	2	69	state	GD131	200
11323	三大波上忍	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	11322	11324	21	1	55	100287	100797	100796	100795	101312	101311	101310	0	0	748	16792	1	1	-1	2	13	10	0	2	70	denglu1	GD131	200
11324	长门	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	11323	11325	21	1	10	100287	100797	100796	100795	101312	101745	101310	0	0	748	22380	1	1	11324	dizi_100287	13	10	0	2	70	state	GD132	200
11325	三大波上忍	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	11324	11326	21	1	55	100288	100797	100796	100795	101312	101311	101310	0	0	748	16792	1	1	-1	3	13	10	0	2	70	denglu1	GD131	200
11326	战胜上忍	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	11325	11327	21	1	55	100289	100797	100796	100795	101312	101311	101310	0	0	748	16792	1	1	-1	4	13	10	0	2	70	state	GD131	200
11327	二代土影	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	11326	11328	21	1	10	100290	100800	100799	100798	101314	101629	101313	0	0	759	22995	1	1	11327	dizi_100290	13	10	0	2	71	denglu1	GD132	200
11328	二代土影	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	11327	11329	21	1	4	100290	100800	100799	100798	101629	101313	101745	0	0	759	34500	1	1	11328	dizi_100290	13	10	1	2.5	71	state	GD133	250
11329	又遇上忍	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	11328	11330	21	1	55	101746	100803	100802	100801	101317	101316	101315	0	0	759	17242	1	1	-1	5	13	10	0	2	71	denglu1	GD131	200
11330	好多上忍	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	11329	11331	21	1	55	100291	100803	100802	100801	101317	101316	101315	0	0	759	17242	1	1	-1	6	13	10	0	2	71	state	GD131	200
11331	奋战上忍	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	11330	11332	21	1	55	100292	100806	100805	100804	101320	101319	101318	0	0	759	17242	1	1	-1	7	13	10	0	2	71	denglu1	GD131	200
11332	又遇上忍	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	11331	11333	21	1	55	100293	100806	101747	100804	101320	101319	101318	0	0	759	17242	1	1	-1	8	13	10	0	2	71	state	GD131	200
11333	宇智波斑	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	11332	11334	21	1	10	100294	100809	100808	100807	101323	101682	101321	0	0	759	22995	1	1	11333	dizi_101682	13	10	0	2	71	denglu1	GD132	200
11334	好多上忍	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	11333	11335	21	1	55	100294	100809	100808	100807	101323	101322	101321	0	0	759	17242	1	1	-1	9	13	10	0	2	71	state	GD131	200
11335	一群上忍	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	11334	11336	21	1	55	100295	100809	100808	100807	101323	101322	101321	0	0	759	17242	1	1	-1	10	13	10	0	2	71	denglu1	GD131	200
11336	四代风影	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	11335	11337	21	1	10	101648	100809	100808	100807	101323	101322	101321	0	0	759	22995	1	1	11336	dizi_101648	13	10	0	2	71	state	GD132	200
11337	血战上忍	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	11336	11338	21	1	55	100296	100812	100811	100810	101326	101325	101324	0	0	759	17242	1	1	-1	11	13	10	0	2	71	denglu1	GD131	200
11338	一群上忍	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	11337	11339	21	1	55	100297	100812	100811	100810	101326	101325	101324	0	0	759	17242	1	1	-1	12	13	10	0	2	71	state	GD131	200
11339	宇智波带土	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	11338	11340	21	1	10	100295	100809	100808	100807	101642	101328	101327	0	0	759	22995	1	1	11339	dizi_100295	13	10	0	2	71	denglu1	GD132	200
11340	宇智波斑	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	11339	12000	21	1	4	101648	101642	100808	101682	101329	101626	101327	0	0	759	34500	1	1	11340	dizi_101682	13	10	1	2.5	71	state	GD133	250
12000	好多下忍	中忍考试第二场：生存试练，在死亡森林内与其他考生争夺用来进级的『天之卷轴』及『地之卷轴』。途中遇上偽装成草忍考生、已叛离木叶的大蛇丸。	-1	12001	-1	1	10	-1	-1	100822	100822	-1	-1	-1	0	0	60	750	1	1	-1	13	13	10	0	3	5	denglu1	GD201	200
12001	大片下忍	中忍考试第二场：生存试练，在死亡森林内与其他考生争夺用来进级的『天之卷轴』及『地之卷轴』。途中遇上偽装成草忍考生、已叛离木叶的大蛇丸。	12000	12002	-1	1	10	-1	-1	100822	100822	-1	-1	-1	0	0	60	750	1	1	-1	14	13	10	0	3	5	state	GD201	250
