英雄ID	英雄名称	形象ID	品质	等级	默认武学ID；等级	性别（1：男；2：女）	气血	武力	内力	身法	防御	命中	闪避	暴击	抗暴	会心	武学释放概率	武学破坏力百分比	被攻击时化解概率	化解时减伤伤害	攻击时被化解概率	被化解时损失伤害	初始金刚	初始无序	初始反击	普通攻击效果	普通攻击帧频
100921	上忍	guai4	1	143	120003;3	2	5120	2169	2623	2688	1553	170	170	170	118	118	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100922	上忍	guai3	1	145	120008;3	1	5189	2199	2658	2723	1574	173	173	173	121	121	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100923	上忍	guai4	1	145	120003;3	2	5189	2199	2658	2723	1574	173	173	173	121	121	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100924	上忍	guai3	1	145	120006;3	1	5189	2198	2658	2723	1574	173	173	173	121	121	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100925	上忍	guai4	1	145	120003;3	2	5189	2200	2658	2723	1574	173	173	173	121	121	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100926	上忍	guai3	1	145	120004;3	1	5189	2199	2658	2723	1574	173	173	173	121	121	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100927	上忍	guai4	1	145	120007;3	2	5189	2200	2658	2723	1574	173	173	173	121	121	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100928	上忍	guai3	1	145	120010;3	1	5189	2199	2658	2723	1574	173	173	173	121	121	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100929	上忍	guai4	1	145	120010;3	2	5189	2199	2658	2723	1574	173	173	173	121	121	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100930	上忍	guai3	1	148	120007;3	1	5292	2241	2712	2775	1604	176	176	176	123	123	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100931	上忍	guai4	1	148	120009;3	2	5292	2241	2712	2775	1604	176	176	176	123	123	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100932	上忍	guai3	1	148	120004;3	1	5292	2241	2712	2775	1604	176	176	176	123	123	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100933	上忍	guai4	1	150	120008;3	2	5360	2272	2747	2810	1624	178	178	178	124	124	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100934	上忍	guai3	1	150	120005;3	1	5360	2272	2747	2810	1624	178	178	178	124	124	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100935	上忍	guai4	1	150	120003;3	2	5360	2272	2747	2810	1624	178	178	178	124	124	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100936	上忍	guai3	1	150	120006;3	1	5360	2271	2747	2810	1624	178	178	178	124	124	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100937	上忍	guai4	1	150	120010;3	2	5360	2270	2747	2810	1624	178	178	178	124	124	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100938	上忍	guai3	1	153	120009;4	1	5463	2315	2800	2863	1655	182	182	182	127	127	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100939	上忍	guai4	1	153	120007;4	2	5463	2313	2800	2863	1655	182	182	182	127	127	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100940	上忍	guai3	1	153	120009;4	1	5463	2314	2800	2863	1655	182	182	182	127	127	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100941	上忍	guai4	1	153	120011;4	2	5463	2315	2800	2863	1655	182	182	182	127	127	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100942	上忍	guai3	1	153	120010;4	1	5463	2315	2800	2863	1655	182	182	182	127	127	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100943	上忍	guai4	1	153	120010;4	2	5463	2313	2800	2863	1655	182	182	182	127	127	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100944	上忍	guai3	1	155	120010;4	1	5532	2343	2836	2898	1675	184	184	184	128	128	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100945	上忍	guai4	1	155	120002;4	2	5532	2344	2836	2898	1675	184	184	184	128	128	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100946	上忍	guai3	1	155	120008;4	1	5532	2343	2836	2898	1675	184	184	184	128	128	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100947	上忍	guai4	1	158	120009;4	2	5635	2386	2889	2951	1706	187	187	187	130	130	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100948	上忍	guai3	1	158	120004;4	1	5635	2388	2889	2951	1706	187	187	187	130	130	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100949	上忍	guai4	1	160	120000;4	2	5704	2416	2924	2986	1726	190	190	190	133	133	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100950	上忍	guai3	1	160	120011;4	1	5704	2414	2924	2986	1726	190	190	190	133	133	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100951	上忍	guai4	1	160	120011;4	2	5704	2414	2924	2986	1726	190	190	190	133	133	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100952	上忍	guai3	1	160	120002;4	1	5704	2416	2924	2986	1726	190	190	190	133	133	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100953	上忍	guai4	1	160	120000;4	2	5704	2414	2924	2986	1726	190	190	190	133	133	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100954	上忍	guai3	1	160	120003;4	1	5704	2415	2924	2986	1726	190	190	190	133	133	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100955	上忍	guai4	1	160	120004;4	2	5704	2414	2924	2986	1726	190	190	190	133	133	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100956	上忍	guai3	1	160	120007;4	1	5704	2414	2924	2986	1726	190	190	190	133	133	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100957	上忍	guai4	1	160	120002;4	2	5704	2414	2924	2986	1726	190	190	190	133	133	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100958	上忍	guai3	1	163	120007;4	1	5807	2460	2978	3038	1757	193	193	193	135	135	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100959	上忍	guai4	1	163	120009;4	2	5807	2460	2978	3038	1757	193	193	193	135	135	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100960	上忍	guai3	1	163	120006;4	1	5807	2458	2978	3038	1757	193	193	193	135	135	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100961	上忍	guai4	1	165	120009;4	2	5875	2487	3013	3073	1777	195	195	195	136	136	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100962	上忍	guai3	1	165	120003;4	1	5875	2487	3013	3073	1777	195	195	195	136	136	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100963	上忍	guai4	1	165	120007;4	2	5875	2488	3013	3073	1777	195	195	195	136	136	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100964	上忍	guai3	1	170	120008;4	1	6047	2561	3102	3161	1828	201	201	201	140	140	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100965	上忍	guai4	1	170	120010;4	2	6047	2560	3102	3161	1828	201	201	201	140	140	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100966	上忍	guai3	1	170	120006;4	1	12094	5118	3102	3161	3656	201	201	201	140	140	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100967	上忍	guai4	1	173	120006;4	2	6150	2604	3155	3213	1859	204	204	204	142	142	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100968	上忍	guai3	1	173	120006;4	1	6150	2602	3155	3213	1859	204	204	204	142	142	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100969	上忍	guai4	1	173	120003;4	2	6150	2603	3155	3213	1859	204	204	204	142	142	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100970	上忍	guai3	1	173	120008;4	1	12300	5208	3155	3213	3718	204	204	204	142	142	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100971	上忍	guai4	1	173	120011;4	2	12300	5208	3155	3213	3718	204	204	204	142	142	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100972	上忍	guai3	1	173	300002;4	1	12300	5208	3155	3213	3718	204	204	204	142	142	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100973	上忍	guai4	1	173	120002;4	2	12300	5206	3155	3213	3718	204	204	204	142	142	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100974	上忍	guai3	1	173	120008;4	1	12300	5208	3155	3213	3718	204	204	204	142	142	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100975	上忍	guai4	1	173	120010;4	2	6150	2603	3155	3213	1859	204	204	204	142	142	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100976	上忍	guai3	1	173	120005;4	1	6150	2603	3155	3213	1859	204	204	204	142	142	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100977	上忍	guai4	1	173	300002;4	2	6150	2603	3155	3213	1859	204	204	204	142	142	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100978	上忍	guai3	1	175	120010;4	1	12438	5262	3190	3248	3718	206	206	206	144	144	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100979	上忍	guai4	1	175	120010;4	2	12438	5262	3190	3248	3718	206	206	206	144	144	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100980	上忍	guai3	1	175	300002;4	1	12438	5262	3190	3248	3718	206	206	206	144	144	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100981	上忍	guai4	1	178	120004;4	2	6322	2674	3244	3301	1910	210	210	210	147	147	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100982	上忍	guai3	1	178	120008;4	1	6322	2675	3244	3301	1910	210	210	210	147	147	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100983	上忍	guai4	1	178	120010;4	2	6322	2675	3244	3301	1910	210	210	210	147	147	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100984	上忍	guai3	1	178	120010;4	1	6322	2675	3244	3301	1910	210	210	210	147	147	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100985	上忍	guai4	1	178	120008;4	2	6322	2674	3244	3301	1910	210	210	210	147	147	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100986	上忍	guai3	1	178	120008;4	1	6322	2674	3244	3301	1910	210	210	210	147	147	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100987	上忍	guai4	1	178	120003;4	2	6322	2674	3244	3301	1910	210	210	210	147	147	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100988	上忍	guai3	1	178	120011;4	1	6322	2675	3244	3301	1910	210	210	210	147	147	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100989	上忍	guai4	1	178	120000;4	2	6322	2674	3244	3301	1910	210	210	210	147	147	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100990	上忍	guai3	1	178	120009;4	1	6322	2675	3244	3301	1910	210	210	210	147	147	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100991	上忍	guai4	1	178	120000;4	2	12644	5352	3244	3301	3820	210	210	210	147	147	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100992	上忍	guai3	1	178	120005;4	1	6322	2675	3244	3301	1910	210	210	210	147	147	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100993	上忍	guai4	1	178	120008;4	2	6322	2676	3244	3301	1910	210	210	210	147	147	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100994	上忍	guai3	1	178	120006;4	1	6322	2675	3244	3301	1910	210	210	210	147	147	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100995	上忍	guai4	1	178	120011;4	2	6322	2676	3244	3301	1910	210	210	210	147	147	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100996	下忍	guai2	1	28	100003;1	1	383	202	289	147	73	24	0	15	0	15	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100997	下忍	guai5	1	33	100002;1	2	502	242	368	178	153	26	0	17	0	17	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100998	下忍	guai2	1	35	200003;1	1	533	256	392	190	162	27	0	18	0	18	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
100999	中忍	guai1	1	43	300002;1	2	638	305	470	357	192	31	0	22	0	22	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101000	中忍	guai6	1	45	300002;1	1	663	317	489	371	200	32	0	23	0	23	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101001	中忍	guai1	1	48	300002;1	2	701	334	516	391	211	34	0	25	0	25	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101002	中忍	guai6	1	50	100002;1	1	727	348	535	404	218	35	0	26	0	26	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101003	中忍	guai1	1	53	100002;2	2	765	364	563	463	229	36	0	27	0	27	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101004	中忍	guai6	1	53	200003;2	1	765	365	563	463	229	36	0	27	0	27	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101005	中忍	guai1	1	55	200003;2	2	790	377	582	477	236	37	0	28	0	28	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101006	中忍	guai6	1	60	100002;2	1	854	406	628	514	254	40	0	31	0	31	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101007	中忍	guai1	1	60	300002;2	2	854	405	628	514	254	40	0	31	0	31	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101008	中忍	guai6	1	63	100003;2	1	892	423	656	536	265	41	0	32	0	32	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101009	中忍	guai1	1	65	300002;2	2	917	436	675	551	273	42	0	33	0	33	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101010	中忍	guai6	1	68	300002;2	1	955	452	703	572	284	44	0	35	0	35	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101011	中忍	guai1	1	70	300000;2	2	981	464	721	587	291	45	0	36	0	36	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101012	中忍	guai6	1	70	100002;2	1	981	465	721	587	291	45	0	36	0	36	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101013	中忍	guai1	1	73	200002;2	2	1019	484	749	609	302	46	0	37	0	37	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101014	中忍	guai6	1	70	200002;2	1	981	465	721	587	291	45	0	36	0	36	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101015	中忍	guai1	1	75	300001;2	2	1044	495	768	624	309	47	0	38	0	38	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101016	中忍	guai6	1	75	200003;2	1	1044	494	768	624	309	47	0	38	0	38	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101017	中忍	guai1	1	73	300001;2	2	1019	484	749	609	302	46	0	37	0	37	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101018	中忍	guai6	1	80	300002;2	1	1107	525	814	660	327	50	0	41	0	41	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101019	中忍	guai1	1	83	300002;2	2	1146	540	842	682	338	51	0	42	0	42	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101020	中忍	guai6	1	85	300000;2	1	1171	553	861	697	346	52	0	43	0	43	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101021	中忍	guai1	1	83	300001;2	2	1146	540	842	682	338	51	0	42	0	42	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101022	中忍	guai6	1	85	300000;2	1	1171	552	861	697	346	52	0	43	0	43	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101023	中忍	guai1	1	88	300001;2	2	1209	572	889	719	357	54	0	45	0	45	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101024	中忍	guai6	1	90	300001;2	1	1234	584	907	733	364	55	0	46	0	46	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101025	中忍	guai1	1	93	300000;2	2	1272	600	935	755	375	56	0	47	0	47	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101026	中忍	guai6	1	93	300002;2	1	1272	599	935	755	375	56	0	47	0	47	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101027	中忍	guai1	1	93	200003;2	2	1272	601	935	755	375	56	0	47	0	47	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101028	中忍	guai6	1	95	100002;2	1	1298	612	954	770	382	57	0	48	0	48	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101029	中忍	guai1	1	95	100003;2	2	1298	613	954	770	382	57	0	48	0	48	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101030	中忍	guai6	1	98	200002;2	1	1336	629	982	792	393	59	0	50	0	50	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101031	中忍	guai1	1	98	100003;2	2	1336	630	982	792	393	59	0	50	0	50	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101032	中忍	guai6	1	93	200000;2	1	1272	601	935	755	375	56	0	47	0	47	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101033	中忍	guai1	1	100	200002;2	2	1361	643	1000	806	400	60	0	51	0	51	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101034	中忍	guai6	1	100	200001;2	1	1361	642	1000	806	400	60	0	51	0	51	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101035	中忍	guai1	1	103	200001;3	2	1399	659	1028	828	411	61	0	52	0	52	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101036	中忍	guai6	1	105	200001;3	1	1425	672	1047	843	419	62	0	53	0	53	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101037	上忍	guai3	1	110	100002;3	2	1603	737	1145	938	473	65	0	56	0	56	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101038	上忍	guai4	1	113	200003;3	1	1644	755	1174	961	485	66	0	57	0	57	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101039	上忍	guai3	1	115	200003;3	2	1672	767	1194	977	493	67	0	58	0	58	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101040	上忍	guai4	1	118	100002;3	1	1713	786	1223	1000	505	69	0	60	0	60	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101041	上忍	guai3	1	120	100002;3	2	1740	800	1243	1016	513	70	0	61	0	61	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101042	上忍	guai4	1	120	100002;3	1	1740	798	1243	1016	513	70	0	61	0	61	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101043	上忍	guai3	1	120	100002;3	2	1740	800	1243	1016	513	70	0	61	0	61	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101044	上忍	guai4	1	120	100002;3	1	1740	800	1243	1016	513	70	0	61	0	61	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101045	上忍	guai3	1	120	100003;3	2	1740	798	1243	1016	513	70	0	61	0	61	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101046	上忍	guai4	1	120	100002;3	1	1740	800	1243	1016	513	70	0	61	0	61	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101047	上忍	guai3	1	120	100002;3	2	1740	798	1243	1016	513	70	0	61	0	61	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101048	上忍	guai4	1	120	100001;3	1	1740	800	1243	1016	513	70	0	61	0	61	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101049	上忍	guai3	1	120	100002;3	2	1740	798	1243	1016	513	70	0	61	0	61	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101050	上忍	guai4	1	120	100002;3	1	1740	798	1243	1016	513	70	0	61	0	61	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101051	上忍	guai3	1	123	200003;3	2	1781	818	1272	1039	524	71	0	62	0	62	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101052	上忍	guai4	1	123	200003;3	1	1781	818	1272	1039	524	71	0	62	0	62	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101053	上忍	guai3	1	123	200003;3	2	1781	818	1272	1039	524	71	0	62	0	62	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101054	上忍	guai4	1	125	100002;3	1	1808	831	1292	1055	532	72	0	63	0	63	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101055	上忍	guai3	1	125	200001;3	2	1808	831	1292	1055	532	72	0	63	0	63	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101056	上忍	guai4	1	125	200002;3	1	1808	829	1292	1055	532	72	0	63	0	63	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101057	上忍	guai3	1	125	200001;3	2	1808	830	1292	1055	532	72	0	63	0	63	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101058	上忍	guai4	1	130	200003;3	1	1877	862	1341	1094	552	75	0	66	0	66	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101059	上忍	guai3	1	130	200003;3	2	1877	860	1341	1094	552	75	0	66	0	66	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101060	上忍	guai4	1	130	100002;3	1	1877	860	1341	1094	552	75	0	66	0	66	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101061	上忍	guai3	1	130	100003;3	2	1877	862	1341	1094	552	75	0	66	0	66	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101062	上忍	guai4	1	130	100004;3	1	1877	860	1341	1094	552	75	0	66	0	66	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101063	上忍	guai3	1	130	100004;3	2	1877	862	1341	1094	552	75	0	66	0	66	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101064	上忍	guai4	1	130	100004;3	1	1877	861	1341	1094	552	75	0	66	0	66	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101065	上忍	guai3	1	130	100004;3	2	1877	862	1341	1094	552	75	0	66	0	66	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101066	上忍	guai4	1	130	100004;3	1	1877	861	1341	1094	552	75	0	66	0	66	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101067	上忍	guai3	1	130	100004;3	2	1877	860	1341	1094	552	75	0	66	0	66	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101068	上忍	guai4	1	130	200003;3	1	1877	860	1341	1094	552	75	0	66	0	66	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101069	上忍	guai3	1	130	200003;3	2	1877	861	1341	1094	552	75	0	66	0	66	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101070	上忍	guai4	1	133	100002;3	1	1918	880	1370	1117	564	76	0	67	0	67	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101071	上忍	guai3	1	133	200003;3	2	1918	879	1370	1117	564	76	0	67	0	67	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101072	上忍	guai4	1	133	100002;3	1	1918	881	1370	1117	564	76	0	67	0	67	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101073	上忍	guai3	1	135	100002;3	2	1945	891	1389	1133	572	77	0	68	0	68	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101074	上忍	guai4	1	135	100002;3	1	1945	892	1389	1133	572	77	0	68	0	68	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101075	上忍	guai3	1	138	100003;3	2	1986	910	1419	1156	584	79	0	70	0	70	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101076	上忍	guai4	1	140	300002;3	1	2014	922	1438	1172	592	80	0	71	0	71	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101077	上忍	guai3	1	140	100003;3	2	2014	923	1438	1172	592	80	0	71	0	71	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101078	上忍	guai4	1	140	100003;3	1	2014	922	1438	1172	592	80	0	71	0	71	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101079	上忍	guai3	1	140	200001;3	2	2014	922	1438	1172	592	80	0	71	0	71	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101080	上忍	guai4	1	140	300002;3	1	2014	922	1438	1172	592	80	0	71	0	71	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101081	上忍	guai3	1	140	200001;3	2	2014	922	1438	1172	592	80	0	71	0	71	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101082	上忍	guai4	1	143	300001;3	1	2055	943	1468	1195	604	81	0	72	0	72	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101083	上忍	guai3	1	143	300000;3	2	2055	941	1468	1195	604	81	0	72	0	72	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101084	上忍	guai4	1	143	300001;3	1	2055	943	1468	1195	604	81	0	72	0	72	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101085	上忍	guai3	1	145	200002;3	2	2082	955	1487	1211	611	82	0	73	0	73	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101086	上忍	guai4	1	145	200002;3	1	2082	955	1487	1211	611	82	0	73	0	73	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101087	上忍	guai3	1	145	200002;3	2	2082	954	1487	1211	611	82	0	73	0	73	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101088	上忍	guai4	1	145	300002;3	1	2082	954	1487	1211	611	82	0	73	0	73	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101089	上忍	guai3	1	145	300000;3	2	2082	954	1487	1211	611	82	0	73	0	73	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101090	上忍	guai4	1	145	300000;3	1	2082	954	1487	1211	611	82	0	73	0	73	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101091	上忍	guai3	1	145	300002;3	2	2082	954	1487	1211	611	82	0	73	0	73	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101092	上忍	guai4	1	145	300002;3	1	2082	953	1487	1211	611	82	0	73	0	73	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101093	上忍	guai3	1	145	300002;3	2	2082	953	1487	1211	611	82	0	73	0	73	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101094	上忍	guai4	1	148	200001;3	1	2123	973	1516	1234	623	84	0	75	0	75	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101095	上忍	guai3	1	150	200001;3	2	2151	985	1536	1250	631	85	0	76	0	76	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101096	上忍	guai4	1	150	200001;3	1	2151	986	1536	1250	631	85	0	76	0	76	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
