技能ID	技能名	技能图标	技能描述	品质（4甲 3乙 2丙 1丁）	技能等级上限	身价	技能类型（1:外功（体术）、2、内功（忍术）、3、轻功（幻术）、4、心法（密传））	技能类型（1、全体;2、单体、3横扫、4、溅射;5、贯穿）	外攻系数	内功系数	身法系数	初始伤害计算系数	属性加成	初始触发概率	天赋触发概率	触发概率上限	缘分名	缘分弟子	缘分加成	缘分触发概率增加	属性差影响触发武学系数	技能内置冷却（回合数）	出手动作路径类型（0：原地;1 到某一列前;2 到目标前;3 到敌方整体区域;4直跳;5斜跳）	出手动作ID	受击动作ID	发起特效播放类型（0：群体攻击的飞行特效(一对多);1：单体攻击（一对一）;2：召唤群攻斜45（一对多）;3：为召唤群攻90度（一对多）;4：有踢和打的感觉（多特效对一）5：单体攻击的加强版本（多特效对一目标））6:到敌方正中心	出手特效类型（1、增加显示特效;2为替换显示特效）	发起动作ID	技能升级经验	技能升级经验成长	技能携带经验	技能携带经验成长	技能效果图片	真气占用	技能残片数量	发起效类型（1、不隐藏;2隐藏）	飞行效类型（1、不隐藏;2隐藏）	受击效类型（1、不隐藏;2隐藏）	调用特效ID
410018	磷粉隐	jineng174	"能阻挡光的传递,别人看到只有一片漆黑"	2	6	230;115	4	-1	-1	-1	-1	-1	baseNeiLiPerAdd:0.02;0.01	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	attack	attack	1	1	attack	178	124	60	42	-1	25	4	1	1	1	9410018
410019	蜘蛛茧	jineng148	用蛛丝像保存食物般裹住目标或自己	2	6	230;198	4	-1	-1	-1	-1	-1	baseBaoJiAdd:4;3.44	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	attack	attack	1	1	attack	178	124	60	42	-1	25	4	1	1	1	9410019
420000	加重岩	jineng153	直接或间接减轻物体重量	3	6	345;116	4	-1	-1	-1	-1	-1	baseKangBaoAdd:10;3.36	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	attack	attack	1	1	attack	320	224	108	76	-1	50	5	1	1	1	9420000
420001	迷彩隐	jineng164	利用涂料隐蔽我方，欺骗迷惑对方。	3	6	345;110	4	-1	-1	-1	-1	-1	baseShanBiAdd:11;3.52	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	attack	attack	1	1	attack	320	224	108	76	-1	50	5	1	1	1	9420001
420002	天降盖	jineng151	"用从上方的异空间洞中降落下来的""锅盖""砸向敌人,"	3	6	345;86	4	-1	-1	-1	-1	-1	baseNeiLiPerAdd:0.04;0.01	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	attack	attack	1	1	attack	320	224	108	76	-1	50	5	1	1	1	9420002
420003	地动核	jineng154	"凭借土遁的力量将一块正方形的土地瞬间抬升或沉降的忍术,"	3	6	345;86	4	-1	-1	-1	-1	-1	baseWuLiPerAdd:0.04;0.01	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	attack	attack	1	1	attack	320	224	108	76	-1	50	5	1	1	1	9420003
420004	水流壁	jineng34	在敌人面前生成一幕水墙，阻挡敌人攻击	3	6	345;104	4	-1	-1	-1	-1	-1	baseHuiXinAdd:14;4.24	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	attack	attack	1	1	attack	320	224	108	76	-1	50	5	1	1	1	9420004
420005	四柱束缚	jineng154	攻击目标周围召出四个向中间集中雷属性攻击的柱子。	3	6	345;239	4	-1	-1	-1	-1	-1	baseBaoJiAdd:9;6.24	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	attack	attack	1	1	attack	320	224	108	76	-1	50	5	1	1	1	9420005
420006	逆向通灵	jineng155	无敌逃跑之术，可以让忍者被自己的通灵兽召唤。	3	6	345;172	4	-1	-1	-1	-1	-1	baseHpPerAdd:0.02;0.01	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	attack	attack	1	1	attack	320	224	108	76	-1	50	5	1	1	1	9420006
420007	天送	jineng156	将物体高速发送到高空 然后从高空再传至地面，一般用于送物。	3	6	345;345	4	-1	-1	-1	-1	-1	baseNeiLiPerAdd:0.02;0.02	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	attack	attack	1	1	attack	320	224	108	76	-1	50	5	1	1	1	9420007
420008	纸分身	jineng157	以纸为媒介，做的分身。	3	6	345;115	4	-1	-1	-1	-1	-1	baseHpPerAdd:0.03;0.01	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	attack	attack	1	1	attack	320	224	108	76	-1	50	5	1	1	1	9420008
420009	岩石傀儡	jineng187	召唤出岩石傀儡，抵挡攻击。	3	6	345;115	4	-1	-1	-1	-1	-1	baseFangYuPerAdd:0.06;0.02	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	attack	attack	1	1	attack	320	224	108	76	-1	50	5	1	1	1	9420009
420010	水镜	jineng181	"在自己身前设下一面镜子,攻击中的敌人会被镜子反射出另一个自己"	3	6	345;276	4	-1	-1	-1	-1	-1	baseShanBiAdd:6;4.8	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	attack	attack	1	1	attack	320	224	108	76	-1	50	5	1	1	1	9420010
420011	灵化	jineng160	将身体灵化，免疫一切攻击	3	6	345;115	4	-1	-1	-1	-1	-1	baseShenFaPerAdd:0.03;0.01	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	attack	attack	1	1	attack	320	224	108	76	-1	50	5	1	1	1	9420011
420012	昼虎	jineng161	经过压缩后猛烈扩张的正拳	3	6	345;172	4	-1	-1	-1	-1	-1	baseShenFaPerAdd:0.02;0.01	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	attack	attack	1	1	attack	320	224	108	76	-1	50	5	1	1	1	9420012
420013	重流暴	jineng144	把雷遁查克拉集中在手肘上击向敌人	3	6	345;239	4	-1	-1	-1	-1	-1	baseHuiXinAdd:9;6.24	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	attack	attack	1	1	attack	320	224	108	76	-1	50	5	1	1	1	9420013
420014	开土升掘	jineng188	开山裂土，可以把地下的敌人喷出。	3	6	345;112	4	-1	-1	-1	-1	-1	baseMingZhongAdd:15;4.88	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	attack	attack	1	1	attack	320	224	108	76	-1	50	5	1	1	1	9420014
420015	山土	jineng150	"从地底产生两座巨山,分由左右阻挡敌人"	3	6	345;290	4	-1	-1	-1	-1	-1	baseKangBaoAdd:6;5.04	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	attack	attack	1	1	attack	320	224	108	76	-1	50	5	1	1	1	9420015
420016	朝孔雀	jineng165	"对方的眼前突然出现,然后对对方施以连环脚踢。"	3	6	345;345	4	-1	-1	-1	-1	-1	baseWuLiPerAdd:0.02;0.02	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	attack	attack	1	1	attack	320	224	108	76	-1	50	5	1	1	1	9420016
420017	黑暗行	jineng166	让对方只能看见一片黑暗，无法再看到任何东西。	3	6	345;269	4	-1	-1	-1	-1	-1	baseShanBiAdd:8;6.24	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	attack	attack	1	1	attack	320	224	108	76	-1	50	5	1	1	1	9420017
420018	砂缚牢	jineng147	使用查克拉，操作砂砾束缚对方。	3	6	345;104	4	-1	-1	-1	-1	-1	baseBaoJiAdd:14;4.24	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	attack	attack	1	1	attack	320	224	108	76	-1	50	5	1	1	1	9420018
420019	式纸之舞	jineng168	翩翩起舞的蝴蝶演绎出变换自如的华丽忍术。	3	6	345;259	4	-1	-1	-1	-1	-1	baseFangYuPerAdd:0.04;0.03	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	attack	attack	1	1	attack	320	224	108	76	-1	50	5	1	1	1	9420019
430000	雨虎自在	jineng169	将施术者的查克拉注入雨中，从而能操控自如的感知忍术。	4	6	518;207	4	-1	-1	-1	-1	-1	baseShenFaPerAdd:0.05;0.02	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	attack	attack	1	1	attack	412	288	140	97	-1	100	6	1	1	1	9430000
430001	砂漠浮游	jineng170	用砂子创造可以漂浮在半空的特别忍术	4	6	518;311	4	-1	-1	-1	-1	-1	baseWuLiPerAdd:0.05;0.03	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	attack	attack	1	1	attack	412	288	140	97	-1	100	6	1	1	1	9430001
430002	砂之盾	jineng171	"随身携带一部分带有查克拉的砂子,形成防御。"	4	6	518;141	4	-1	-1	-1	-1	-1	baseHuiXinAdd:26;7.12	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	attack	attack	1	1	attack	412	288	140	97	-1	100	6	1	1	1	9430002
430003	砂之铠甲	jineng177	在皮肤外层包裹一层坚硬的砂砾。	4	6	518;296	4	-1	-1	-1	-1	-1	baseFangYuPerAdd:0.07;0.04	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	attack	attack	1	1	attack	412	288	140	97	-1	100	6	1	1	1	9430003
430004	幻灯身	jineng173	"成员用查克拉转换成的「思念波」,而指挥者接受这些波,把这些思念波增幅再将幻像显现在特定的地方上面"	4	6	518;259	4	-1	-1	-1	-1	-1	baseHpPerAdd:0.04;0.02	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	attack	attack	1	1	attack	412	288	140	97	-1	100	6	1	1	1	9430004
430005	象转	jineng172	可使其他人得到与特定人物相同的相貌并可使用特定人物会的一切术	4	6	518;148	4	-1	-1	-1	-1	-1	baseNeiLiPerAdd:0.07;0.02	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	attack	attack	1	1	attack	412	288	140	97	-1	100	6	1	1	1	9430005
430006	针地藏	jineng175	自己的银色长发硬化，变成刺的形式并且伸展，包裹住整个身体	4	6	518;311	4	-1	-1	-1	-1	-1	baseNeiLiPerAdd:0.05;0.03	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	attack	attack	1	1	attack	412	288	140	97	-1	100	6	1	1	1	9430006
430007	孢子	jineng176	将身体打散，如天空中漂浮的孢子	4	6	518;140	4	-1	-1	-1	-1	-1	baseBaoJiAdd:29;7.84	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	attack	attack	1	1	attack	412	288	140	97	-1	100	6	1	1	1	9430007
430008	魔境之乱	jineng137	"怒鬼会制造半物质的精神灵,它们会吞食掉生物体的身体能量"	4	6	518;366	4	-1	-1	-1	-1	-1	baseKangBaoAdd:12;8.48	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	attack	attack	1	1	attack	412	288	140	97	-1	100	6	1	1	1	9430008
430009	蛤蟆临唱	jineng22	"发出青蛙的叫声催眠对方,是对方丧失战斗力。-"	4	6	518;148	4	-1	-1	-1	-1	-1	baseShenFaPerAdd:0.07;0.02	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	attack	attack	1	1	attack	412	288	140	97	-1	100	6	1	1	1	9430009
430010	无限砂尘	jineng179	让周围环境布满沙尘，对手完全看见出手者的攻击轨迹。	4	6	518;322	4	-1	-1	-1	-1	-1	baseShanBiAdd:13;8.08	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	attack	attack	1	1	attack	412	288	140	97	-1	100	6	1	1	1	9430010
430011	花树界	jineng66	发动此术，规模极大，可以一瞬间创造出一片森林	4	6	518;141	4	-1	-1	-1	-1	-1	baseKangBaoAdd:24;6.56	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	attack	attack	1	1	attack	412	288	140	97	-1	100	6	1	1	1	9430011
430012	砂之手	jineng29	将手臂沙化，增加本体防御。	4	6	518;331	4	-1	-1	-1	-1	-1	baseHuiXinAdd:15;9.6	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	attack	attack	1	1	attack	412	288	140	97	-1	100	6	1	1	1	9430012
430013	真空玉	jineng182	"具有穿透空间力量,无视对方防御的攻击"	4	6	518;259	4	-1	-1	-1	-1	-1	baseShenFaPerAdd:0.04;0.02	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	attack	attack	1	1	attack	412	288	140	97	-1	100	6	1	1	1	9430013
430014	真空波	jineng183	抽空周围空气，形成一连串的波纹。	4	6	518;129	4	-1	-1	-1	-1	-1	baseWuLiPerAdd:0.08;0.02	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	attack	attack	1	1	attack	412	288	140	97	-1	100	6	1	1	1	9430014
430015	树界	jineng0	将自己的查克拉做为树木的生命力。	4	6	518;159	4	-1	-1	-1	-1	-1	baseKangBaoAdd:21;6.48	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	attack	attack	1	1	attack	412	288	140	97	-1	100	6	1	1	1	9430015
430016	原界剥离	jineng155	可以把对手分离成原子状态，再也无法修复	4	6	518;331	4	-1	-1	-1	-1	-1	baseBaoJiAdd:15;9.6	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	attack	attack	1	1	attack	412	288	140	97	-1	100	6	1	1	1	9430016
430017	神之纸者	jineng158	将自己也变成一片片纸，漂浮于空气之中。	4	6	518;324	4	-1	-1	-1	-1	-1	baseMingZhongAdd:16;10	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	attack	attack	1	1	attack	412	288	140	97	-1	100	6	1	1	1	9430017
430018	潜脑操砂	jineng163	能够穿透大脑的镖针封印的是忠诚心	4	6	518;142	4	-1	-1	-1	-1	-1	baseMingZhongAdd:27;7.44	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	attack	attack	1	1	attack	412	288	140	97	-1	100	6	1	1	1	9430018
430019	巧雾	jineng69	身边布满迷雾，可以融化一切。	4	6	518;129	4	-1	-1	-1	-1	-1	baseFangYuPerAdd:0.12;0.03	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	attack	attack	1	1	attack	412	288	140	97	-1	100	6	1	1	1	9430019
800029	秽土重生	jineng43	将早已过世的人的灵魂召回人世，并以实体形式复生。	4	6	518;311	4	-1	-1	-1	-1	-1	baseHpPerAdd:0.05;0.03	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	attack	attack	1	1	attack	412	288	140	97	-1	100	6	1	1	1	9800029
800030	写轮眼	jineng110	宇智波一族成员的一种特殊瞳术，使用后具有超强的洞察力，可以提升修习者的攻击。	4	6	518;142	4	-1	-1	-1	-1	-1	baseMingZhongAdd:27;7.44	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	attack	attack	1	1	attack	412	288	140	97	-1	100	6	1	1	1	9800030
500012	轮回眼	500012	超凡之能，既能创世，亦可灭世	4	6	518;172	4	-1	-1	-1	-1	-1	baseWuLiPerAdd:0.06;0.02	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	attack	attack	1	1	attack	412	288	140	97	-1	100	6	1	1	1	9500012
500014	忍术宗师	500014	擅长诸多忍术，增强技能伤害。	4	6	518;186	4	-1	-1	-1	-1	-1	baseBaoJiAdd:20;7.2	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	attack	attack	1	1	attack	412	288	140	97	-1	100	6	1	1	1	9500014
500016	八门遁甲	jineng26	解除身体对查克拉的限制，使使用者获得更强的力量。	3	6	345;345	4	-1	-1	-1	-1	-1	baseShenFaPerAdd:0.02;0.02	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	attack	attack	1	1	attack	320	224	108	76	-1	50	5	1	1	1	9500016
500017	神威	500017	将自身或周围物品从现实和异空间之间来回转移，令人无法命中。	4	6	518;159	4	-1	-1	-1	-1	-1	baseShanBiAdd:26;8	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	attack	attack	1	1	attack	412	288	140	97	-1	100	6	1	1	1	9500017
500019	白眼	500019	日向家的血继界限，具有洞察人体的力量	3	6	345;95	4	-1	-1	-1	-1	-1	baseHuiXinAdd:27;7.44	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	attack	attack	0	1	attack	320	224	108	76	-1	50	5	1	1	1	9500019
500024	写轮眼	jineng110	宇智波一族成员的一种特殊瞳术，使用后具有超强的洞察力，可以提升修习者的攻击，较难释放	4	6	432;197	3	5	0	4	6	30;13.7	-1	27	27	27	-1	-1	-1	0	0	0	0	attack	attack	0	1	attack	400	280	136	95	-1	100	6	1	1	1	9500024
500025	神乐心眼	jineng180	火影中最强的感知忍术之一	3	6	345;178	4	-1	-1	-1	-1	-1	baseMingZhongAdd:11;5.68	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	attack	attack	1	1	attack	320	224	108	76	-1	50	5	1	1	1	9500016
500026	柔步双狮拳	jineng71	将查克拉集结于双狮形成凶猛的蓝色狮子脸孔进行攻击，较易释放	4	6	280;181	1	2	7	0	3	35;22.7	-1	30	30	30	-1	-1	-1	0	0	0	2	attack	attack	0	1	attack	400	280	136	95	-1	100	6	1	1	1	9130003
500027	雷遁护甲	jineng116	雷遁查克拉遍布全身，极大量地提高肉体的防御力。	4	6	518;388	4	-1	-1	-1	-1	-1	baseFangYuPerAdd:0.04;0.03	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	attack	attack	1	1	attack	412	288	140	97	-1	100	6	1	1	1	9500016
500028	四本贯手	jineng26	号称最强之矛的雷遁忍术，	4	6	187;81	1	4	9	0	1	15;6.5	-1	25	25	25	-1	-1	-1	0	0	0	2	attack	attack	0	1	attack	400	280	136	95	-1	100	6	1	1	1	9500015
500029	伊邪那岐	jineng110	能自由控制幻术与现实的界限，向自己释放，宇智波一族的究极瞳术。	4	6	518;159	4	-1	-1	-1	-1	-1	baseShanBiAdd:18;10	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	attack	attack	1	1	attack	412	288	140	97	-1	100	6	1	1	1	9500017
500030	火遁·起爆符	jineng8	"手掌拍地令对手脚下地面下沉显露多张起爆符,自来也与长门都吃过这一招的亏。较难释放"	4	6	432;172	2	5	3	7	0	19;8.2	-1	33	33	33	-1	-1	-1	0	0	0	0	attack	attack	0	1	attack	119	83	40	28	-1	15	2	1	1	1	9300000
500031	驱逐言灵	jineng155	以愰金绳迫使敌人吐出自己的言灵，便于之后发起攻击。	3	6	345;86	4	-1	-1	-1	-1	-1	baseWuLiPerAdd:0.04;0.01	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	attack	attack	1	1	attack	320	224	108	76	-1	50	5	1	1	1	9420003
500032	言灵诅咒	jineng155	于七星剑上录下对手的言灵并加以诅咒。	3	6	345;172	4	-1	-1	-1	-1	-1	baseShenFaPerAdd:0.02;0.01	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	attack	attack	1	1	attack	320	224	108	76	-1	50	5	1	1	1	9420012
500033	居合斩	jineng136	日本剑术诸技的一环，拔刀即斩，刀唯斩时方为物忍。较难释放	3	6	288;99	1	2	7	0	3	60;22	-1	17	17	17	-1	-1	-1	0	0	0	0	attack	attack	1	2	attack	267	186	90	63	-1	50	5	1	1	1	9200003
500034	魔幻·奈落见	jineng137	令对手见到最能引发心中恐惧的场面，奈落见的奥义。	3	6	345;239	4	-1	-1	-1	-1	-1	baseHuiXinAdd:9;6.24	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	attack	attack	1	1	attack	320	224	108	76	-1	50	5	1	1	1	9420013
500035	万花筒写轮眼	jineng110	写轮眼的最高境界，想要得到，必须杀死自己最亲密的人作为代价。	4	6	518;172	4	-1	-1	-1	-1	-1	baseNeiLiPerAdd:0.1;0.03	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	attack	attack	1	1	attack	412	288	140	97	-1	100	6	1	1	1	9500012
500036	砂手里剑	jineng121	在砂中注入查克拉使之硬化，快速放出，必定释放。	4	6	432;138	3	2	3	7	0	25;7.5	-1	100	100	100	-1	-1	-1	0	0	0	0	attack	attack	1	1	attack	400	280	136	95	-1	100	6	1	1	1	9330003
500037	白激之术	jineng42	吐出白色液体组成的长龙，令周围一定区域内的空气不断震动，令受攻击者身体麻木，较难释放	4	6	432;316	2	5	3	7	0	15;11	-1	27	27	27	-1	-1	-1	0	0	0	0	attack	attack	0	1	attack	400	280	136	95	-1	100	6	1	1	1	9210001
500038	金沙大葬	jineng75	"沙暴大葬的前身，比之更密集更重 ,较难释放"	4	6	432;151	2	1	4	6	0	17;5.9	-1	26	26	26	-1	-1	-1	0	0	0	0	attack	attack	0	1	attack	400	280	136	95	-1	100	6	1	1	1	9230002
500039	蒸威暴威	jineng37	用水和油制造的小孩外表分身，可以无限自爆，缺点是爆炸之后本体会比较虚弱，较易释放。	3	6	288;162	2	4	4	6	0	15;4.9	-1	33	33	33	-1	-1	-1	0	0	0	0	attack	attack	1	1	attack	267	186	90	63	-1	50	5	1	1	1	9320008
500040	晶遁手里剑	jineng121	制造雪花状的晶体攻击，与普通手里剑的使用方法一样，威力更大，极易释放。	3	6	288;162	2	4	3	7	0	14;5.5	-1	50	50	50	-1	-1	-1	0	0	0	0	attack	attack	1	1	attack	267	186	90	63	-1	50	5	1	1	1	9330003
